estimate,se,t_stat,p_val,term,fare_tier_label,total_elasticity
0.0025095978727115377,0.1492703837800083,0.01681242996206222,0.9865877376422746,log_avg_fare,Coach_Discount (base),0.0025095978727115377
0.46624777168208575,0.1405517180861468,3.3172683908162095,9.234237283562752e-4,log_avg_fare:fare_tierCoach_Deep_Discount,Coach_Deep_Discount,0.4687573695547973
0.39484767628363376,0.1543827081570814,2.5575900371036626,0.010604765508484873,log_avg_fare:fare_tierCoach_Full,Coach_Full,0.3973572741563453
